,Date,Price,Open,High,Low,Vol.,Change %,Vol
287,"Jun 17, 2021","2,907.90","2,944.80","3,061.90","2,882.50",,-1.26%,1.37K
288,"Jun 16, 2021","2,944.90","3,151.70","3,151.70","2,944.90",,-6.64%,1.43K
289,"Jun 15, 2021","3,154.30","3,198.10","3,262.70","3,136.70",,-1.38%,1.26K
290,"Jun 14, 2021","3,198.40","3,145.80","3,215.30","3,134.50",,1.72%,1.44K
291,"Jun 13, 2021","3,144.20","2,934.80","3,170.60","2,910.20",,7.18%,1.26K
292,"Jun 12, 2021","2,933.60","2,928.80","3,009.90","2,842.50",,0.24%,1.48K
293,"Jun 11, 2021","2,926.50","3,111.90","3,111.90","2,914.30",,-5.89%,1.54K
294,"Jun 10, 2021","3,109.70","3,331.30","3,331.30","3,093.50",,-6.63%,1.93K
295,"Jun 09, 2021","3,330.40","3,239.30","3,335.10","3,114.70",,2.65%,2.85K
296,"Jun 08, 2021","3,244.50","3,308.50","3,333.50","3,045.40",,-1.95%,4.95K
297,"Jun 07, 2021","3,309.00","3,617.40","3,763.70","3,309.00",,-8.43%,3.19K
298,"Jun 06, 2021","3,613.80","3,554.90","3,613.80","3,554.90",,1.48%,1.39K
299,"Jun 05, 2021","3,561.20","3,730.70","3,882.40","3,518.70",,-4.46%,3.36K
300,"Jun 04, 2021","3,727.60","3,655.80","3,932.90","3,565.60",,1.89%,8.01K
301,"Jun 03, 2021","3,658.30","3,556.90","3,659.40","3,542.90",,2.72%,3.10K
302,"Jun 02, 2021","3,561.60","3,602.70","3,712.30","3,514.20",,-0.92%,2.46K
303,"Jun 01, 2021","3,594.70","3,581.10","3,594.70","3,554.70",,-0.07%,3.69K
304,"May 31, 2021","3,597.30","3,286.70","3,597.30","3,231.50",,8.79%,3.38K
305,"May 30, 2021","3,306.60","3,068.40","3,379.30","2,871.30",,8.12%,3.88K
306,"May 29, 2021","3,058.40","3,247.90","3,401.20","2,958.80",,-5.84%,4.02K
307,"May 28, 2021","3,248.10","3,720.80","3,720.80","3,248.10",,-12.26%,4.74K
308,"May 27, 2021","3,701.90","3,958.90","3,958.90","3,655.70",,-6.61%,4.32K
309,"May 26, 2021","3,963.80","3,886.10","3,987.60","3,837.70",,2.73%,5.98K
310,"May 25, 2021","3,858.40","4,189.70","4,189.70","3,492.60",,-7.24%,11.16K
311,"May 24, 2021","4,159.60","2,723.00","4,159.60","2,723.00",,52.75%,24.91K
312,"May 23, 2021","2,723.10","2,765.90","2,800.90","2,108.80",,-1.52%,17.19K
313,"May 22, 2021","2,765.10","3,112.90","3,112.90","2,738.60",,-11.21%,9.94K
314,"May 21, 2021","3,114.10","3,936.40","3,975.90","3,114.10",,-20.81%,8.28K
315,"May 20, 2021","3,932.20","3,471.70","4,114.60","3,471.70",,12.74%,10.19K
316,"May 19, 2021","3,487.80","4,650.50","4,650.50","3,479.10",,-25.00%,15.90K
317,"May 18, 2021","4,650.40","4,254.40","4,954.30","4,254.40",,9.24%,6.31K
318,"May 17, 2021","4,257.00","4,537.90","4,587.40","4,257.00",,-6.32%,5.54K
319,"May 16, 2021","4,544.20","4,607.00","4,814.20","4,498.30",,-1.08%,3.30K
320,"May 15, 2021","4,593.80","5,002.10","5,084.50","4,593.80",,-8.20%,2.83K
321,"May 14, 2021","5,003.90","4,759.90","5,201.90","4,759.90",,5.24%,3.64K
322,"May 13, 2021","4,754.60","4,931.70","5,198.30","4,645.00",,-3.43%,10.84K
323,"May 12, 2021","4,923.30","5,370.60","5,822.10","4,923.30",,-8.23%,9.73K
324,"May 11, 2021","5,364.70","4,975.20","5,364.70","4,869.90",,7.54%,3.68K
325,"May 10, 2021","4,988.50","5,275.20","5,389.70","4,988.50",,-5.39%,4.16K
326,"May 09, 2021","5,272.50","5,638.90","5,638.90","5,111.30",,-6.44%,3.69K
327,"May 08, 2021","5,635.70","5,078.00","5,635.70","5,078.00",,10.72%,7.20K
328,"May 07, 2021","5,089.90","5,049.30","5,125.00","4,995.80",,0.72%,3.98K
329,"May 06, 2021","5,053.40","5,406.70","5,406.70","5,053.40",,-6.65%,6.45K
330,"May 05, 2021","5,413.40","5,234.80","5,413.40","5,231.70",,1.66%,7.77K
331,"May 04, 2021","5,325.00","5,995.30","5,995.30","5,325.00",,-11.02%,15.15K
332,"May 03, 2021","5,984.30","4,906.30","6,062.50","4,906.30",,22.05%,15.21K
333,"May 02, 2021","4,903.20","4,781.50","4,948.60","4,710.80",,2.45%,5.70K
334,"May 01, 2021","4,786.00","4,342.20","4,867.20","4,318.00",,9.84%,7.07K
335,"Apr 30, 2021","4,357.10","4,261.70","4,357.10","4,146.10",,2.36%,3.63K
336,"Apr 29, 2021","4,256.60","4,409.00","4,409.00","4,146.20",,-3.51%,5.04K
337,"Apr 28, 2021","4,411.40","4,551.50","4,587.00","4,258.30",,-3.24%,3.90K
338,"Apr 27, 2021","4,559.30","4,018.20","4,559.30","4,018.20",,13.35%,5.88K
339,"Apr 26, 2021","4,022.40","3,828.30","4,056.30","3,828.30",,5.27%,4.97K
340,"Apr 25, 2021","3,821.20","4,006.70","4,025.10","3,789.90",,-4.69%,6.79K
341,"Apr 24, 2021","4,009.10","4,076.80","4,084.50","3,743.60",,-1.10%,6.02K
342,"Apr 23, 2021","4,053.70","4,012.20","4,065.80","3,332.40",,0.81%,23.70K
343,"Apr 22, 2021","4,021.30","4,036.60","4,859.90","4,021.30",,-0.39%,27.61K
344,"Apr 21, 2021","4,036.90","3,459.90","4,036.90","3,448.90",,16.68%,10.42K
345,"Apr 20, 2021","3,459.80","3,517.70","3,542.20","3,260.30",,-1.61%,5.53K
346,"Apr 19, 2021","3,516.30","3,250.80","3,682.60","3,250.80",,8.35%,8.08K
347,"Apr 18, 2021","3,245.30","3,311.10","3,311.10","3,045.50",,-1.95%,4.50K
348,"Apr 17, 2021","3,309.80","3,373.90","3,605.80","3,309.80",,-1.91%,4.31K
349,"Apr 16, 2021","3,374.20","3,738.10","3,747.10","3,374.20",,-10.34%,10.08K
350,"Apr 15, 2021","3,763.30","2,675.20","3,763.30","2,675.20",,40.45%,25.19K
351,"Apr 14, 2021","2,679.50","2,569.00","2,679.50","2,514.10",,4.05%,4.09K
352,"Apr 13, 2021","2,575.10","2,688.30","2,688.30","2,489.90",,-4.65%,4.90K
353,"Apr 12, 2021","2,700.80","2,278.00","2,700.80","2,278.00",,18.55%,7.32K
354,"Apr 11, 2021","2,278.10","2,233.50","2,278.10","2,212.80",,2.07%,1.81K
355,"Apr 10, 2021","2,232.00","2,221.50","2,323.90","2,212.60",,0.41%,3.49K
356,"Apr 09, 2021","2,222.80","2,207.30","2,222.80","2,188.80",,0.67%,2.99K
357,"Apr 08, 2021","2,208.10","2,105.20","2,228.60","2,103.00",,5.04%,2.00K
358,"Apr 07, 2021","2,102.20","2,295.50","2,322.50","2,073.80",,-8.40%,4.02K
359,"Apr 06, 2021","2,295.10","2,333.40","2,333.40","2,229.50",,-1.49%,2.51K
360,"Apr 05, 2021","2,329.90","2,308.40","2,354.90","2,215.40",,1.12%,2.15K
361,"Apr 04, 2021","2,304.00","2,234.60","2,304.00","2,234.60",,2.97%,2.02K
362,"Apr 03, 2021","2,237.60","2,487.80","2,518.60","2,237.60",,-9.81%,3.18K
363,"Apr 02, 2021","2,480.90","2,297.40","2,494.20","2,297.40",,8.27%,4.75K
364,"Apr 01, 2021","2,291.40","2,115.00","2,335.20","2,115.00",,8.57%,4.45K
365,"Mar 31, 2021","2,110.60","2,087.50","2,120.60","2,065.10",,1.09%,1.30K
366,"Mar 30, 2021","2,087.90","2,097.40","2,153.60","2,087.90",,-0.43%,1.19K
367,"Mar 29, 2021","2,096.90","2,061.80","2,109.30","2,061.80",,1.80%,1.23K
368,"Mar 28, 2021","2,059.80","2,139.70","2,139.70","2,058.60",,-3.78%,1.95K
369,"Mar 27, 2021","2,140.70","1,985.20","2,183.70","1,985.20",,7.92%,5.07K
370,"Mar 26, 2021","1,983.60","1,881.30","1,983.60","1,881.30",,5.42%,1.63K
371,"Mar 25, 2021","1,881.70","1,812.70","1,915.20","1,812.70",,3.56%,3.91K
372,"Mar 24, 2021","1,817.00","1,998.80","2,055.20","1,808.10",,-9.58%,2.31K
373,"Mar 23, 2021","2,009.60","1,967.10","2,009.60","1,954.90",,2.32%,1.74K
374,"Mar 22, 2021","1,964.00","2,101.00","2,103.20","1,964.00",,-6.49%,1.91K
375,"Mar 21, 2021","2,100.20","2,135.30","2,135.50","2,100.20",,-1.69%,1.54K
376,"Mar 20, 2021","2,136.40","2,095.50","2,173.30","2,095.50",,2.00%,3.11K
377,"Mar 19, 2021","2,094.60","2,117.60","2,117.60","2,093.70",,-0.85%,1.43K
378,"Mar 18, 2021","2,112.60","2,112.10","2,156.00","2,112.10",,-0.06%,1.77K
379,"Mar 17, 2021","2,113.80","2,069.00","2,133.40","2,067.70",,2.11%,1.26K
380,"Mar 16, 2021","2,070.20","1,999.10","2,084.90","1,960.70",,3.68%,1.63K
381,"Mar 15, 2021","1,996.70","2,044.90","2,080.60","1,991.80",,-2.58%,2.21K
382,"Mar 14, 2021","2,049.60","2,177.10","2,177.10","2,049.60",,-5.65%,1.80K
383,"Mar 13, 2021","2,172.40","2,134.10","2,229.20","2,109.30",,1.72%,2.04K
384,"Mar 12, 2021","2,135.60","2,231.30","2,235.50","2,131.50",,-4.14%,1.87K
385,"Mar 11, 2021","2,227.90","2,254.20","2,254.20","2,134.70",,-1.31%,2.35K
386,"Mar 10, 2021","2,257.40","2,264.40","2,264.40","2,202.60",,-0.20%,2.28K
387,"Mar 09, 2021","2,261.90","2,193.30","2,261.90","2,188.00",,3.15%,2.20K
388,"Mar 08, 2021","2,192.80","2,259.40","2,259.40","2,107.80",,-2.81%,5.75K
389,"Mar 07, 2021","2,256.30","2,249.80","2,256.30","2,193.20",,0.32%,1.25K
390,"Mar 06, 2021","2,249.10","2,058.40","2,251.80","2,058.40",,9.32%,2.96K
391,"Mar 05, 2021","2,057.40","2,195.30","2,195.30","2,057.40",,-6.36%,1.05K
392,"Mar 04, 2021","2,197.20","2,197.10","2,228.20","2,105.90",,-0.10%,1.74K
393,"Mar 03, 2021","2,199.50","2,167.70","2,316.50","2,167.70",,1.45%,1.35K
394,"Mar 02, 2021","2,168.10","2,170.10","2,235.30","2,118.30",,-0.13%,1.51K
395,"Mar 01, 2021","2,171.00","2,039.30","2,222.10","2,039.30",,6.70%,2.20K
396,"Feb 28, 2021","2,034.70","1,974.10","2,039.60","1,838.40",,3.14%,1.88K
397,"Feb 27, 2021","1,972.70","1,951.20","2,057.10","1,951.20",,1.31%,1.46K
398,"Feb 26, 2021","1,947.20","2,027.50","2,097.30","1,947.20",,-3.66%,1.84K
399,"Feb 25, 2021","2,021.10","2,235.80","2,306.90","2,021.10",,-9.61%,2.35K
400,"Feb 24, 2021","2,236.10","2,243.60","2,387.50","2,210.10",,-0.19%,2.50K
401,"Feb 23, 2021","2,240.40","2,378.50","2,378.50","1,969.20",,-5.79%,7.16K
402,"Feb 22, 2021","2,378.20","2,620.80","2,620.80","2,291.20",,-9.20%,4.16K
403,"Feb 21, 2021","2,619.20","2,604.50","2,690.40","2,604.50",,0.65%,2.62K
404,"Feb 20, 2021","2,602.20","2,566.40","2,914.90","2,566.40",,1.40%,7.37K
405,"Feb 19, 2021","2,566.30","2,627.70","2,649.00","2,521.50",,-2.26%,2.42K
406,"Feb 18, 2021","2,625.60","2,613.70","2,669.70","2,609.80",,0.55%,2.78K
407,"Feb 17, 2021","2,611.20","2,490.00","2,611.20","2,384.60",,4.98%,2.13K
408,"Feb 16, 2021","2,487.40","2,464.50","2,542.50","2,464.50",,0.95%,1.81K
409,"Feb 15, 2021","2,464.10","2,522.70","2,562.60","2,245.50",,-1.94%,3.43K
410,"Feb 14, 2021","2,512.80","2,589.10","2,594.30","2,512.80",,-3.09%,2.64K
411,"Feb 13, 2021","2,592.90","2,752.00","2,752.00","2,592.90",,-5.42%,4.17K
412,"Feb 12, 2021","2,741.40","2,546.90","2,790.10","2,546.90",,7.70%,7.20K
413,"Feb 11, 2021","2,545.40","2,519.00","2,589.50","2,455.30",,0.66%,5.09K
414,"Feb 10, 2021","2,528.60","2,572.80","2,683.30","2,434.30",,-1.23%,6.26K
415,"Feb 09, 2021","2,560.00","2,491.20","2,586.80","2,475.70",,2.63%,5.22K
416,"Feb 08, 2021","2,494.50","2,471.50","2,665.00","2,471.50",,0.77%,6.97K
417,"Feb 07, 2021","2,475.50","2,517.30","2,582.40","2,411.30",,-1.50%,6.75K
418,"Feb 06, 2021","2,513.10","2,680.00","2,680.00","2,389.60",,-6.24%,10.76K
419,"Feb 05, 2021","2,680.40","2,105.90","2,973.20","2,105.90",,27.42%,22.38K
420,"Feb 04, 2021","2,103.60","1,765.10","2,127.40","1,666.60",,19.89%,13.21K
421,"Feb 03, 2021","1,754.60","1,700.00","1,754.60","1,667.30",,3.08%,4.25K
422,"Feb 02, 2021","1,702.20","1,469.20","1,759.80","1,469.20",,15.86%,7.59K
423,"Feb 01, 2021","1,469.20","1,482.40","1,485.50","1,462.50",,-0.92%,2.32K
424,"Jan 31, 2021","1,482.90","1,579.80","1,579.80","1,458.40",,-6.26%,4.83K
425,"Jan 30, 2021","1,581.90","1,405.60","1,599.30","1,405.60",,12.66%,8.17K
426,"Jan 29, 2021","1,404.10","1,399.40","1,417.30","1,377.50",,0.78%,4.30K
427,"Jan 28, 2021","1,393.20","1,327.70","1,415.10","1,327.70",,4.74%,2.80K
428,"Jan 27, 2021","1,330.10","1,476.60","1,476.60","1,319.60",,-9.88%,3.06K
429,"Jan 26, 2021","1,475.90","1,364.90","1,475.90","1,321.90",,8.12%,2.47K
430,"Jan 25, 2021","1,365.00","1,456.30","1,475.10","1,365.00",,-6.33%,3.15K
431,"Jan 24, 2021","1,457.30","1,381.10","1,457.50","1,381.10",,5.51%,2.96K
432,"Jan 23, 2021","1,381.20","1,407.80","1,452.60","1,379.20",,-1.89%,3.32K
433,"Jan 22, 2021","1,407.80","1,152.80","1,407.80","1,152.80",,22.14%,6.04K
434,"Jan 21, 2021","1,152.60","1,415.70","1,415.70","1,152.60",,-18.64%,4.43K
435,"Jan 20, 2021","1,416.60","1,405.60","1,416.60","1,325.10",,0.71%,4.34K
436,"Jan 19, 2021","1,406.60","1,424.70","1,500.40","1,406.60",,-1.10%,4.26K
437,"Jan 18, 2021","1,422.30","1,448.50","1,448.50","1,411.70",,-1.82%,2.83K
438,"Jan 17, 2021","1,448.70","1,485.70","1,491.80","1,447.80",,-2.43%,3.55K
439,"Jan 16, 2021","1,484.80","1,471.90","1,566.90","1,471.90",,0.37%,4.75K
440,"Jan 15, 2021","1,479.40","1,613.30","1,613.30","1,478.40",,-7.91%,6.61K
441,"Jan 14, 2021","1,606.50","1,547.20","1,655.60","1,501.30",,3.82%,7.01K
442,"Jan 13, 2021","1,547.40","1,489.20","1,547.40","1,434.70",,4.11%,7.42K
443,"Jan 12, 2021","1,486.30","1,404.90","1,537.50","1,401.80",,5.55%,12.51K
444,"Jan 11, 2021","1,408.20","1,488.70","1,488.70","1,186.70",,-6.49%,16.59K
445,"Jan 10, 2021","1,505.90","1,602.50","1,874.10","1,505.90",,-5.56%,25.29K
446,"Jan 09, 2021","1,594.50","1,038.00","1,594.50","1,038.00",,53.11%,16.57K
447,"Jan 08, 2021","1,041.40","1,059.50","1,103.60","1,019.20",,-1.71%,4.58K
448,"Jan 07, 2021","1,059.50","1,039.10","1,112.50","1,039.10",,1.91%,13.20K
449,"Jan 06, 2021","1,039.60",766.90,"1,039.60",754.10,,36.02%,24.96K
450,"Jan 05, 2021",764.30,688.50,764.30,669.40,,11.19%,5.49K
451,"Jan 04, 2021",687.40,675.60,698.80,673.10,,1.73%,5.91K
452,"Jan 03, 2021",675.70,609.00,678.00,609.00,,10.95%,9.07K
453,"Jan 02, 2021",609.00,580.60,612.60,573.10,,4.82%,4.63K
454,"Jan 01, 2021",581.00,585.30,595.30,574.70,,-0.73%,3.77K
